PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33461686","A Decision Tree-Initialised Neuro-fuzzy Approach for Clinical Decision Support","Chen T, Shang C, Su P, Keravnou-Papailiou E, Zhao Y, Antoniou G, Shen Q.","Artif Intell Med. 2021 Jan;111:101986. doi: 10.1016/j.artmed.2020.101986. Epub 2020 Nov 12.","Chen T","Artif Intell Med","2021","2021/01/19","","","10.1016/j.artmed.2020.101986"
"33036834","The future of Cochrane Neonatal","Soll RF, Ovelman C, McGuire W.","Early Hum Dev. 2020 Nov;150:105191. doi: 10.1016/j.earlhumdev.2020.105191. Epub 2020 Sep 12.","Soll RF","Early Hum Dev","2020","2020/10/10","","","10.1016/j.earlhumdev.2020.105191"
"28962624","Validity and test retest reliability of the vascular quality of life Questionnaire-6: a short form of a disease-specific health-related quality of life instrument for patients with peripheral arterial disease","Kumlien C, Nordanstig J, Lundström M, Pettersson M.","Health Qual Life Outcomes. 2017 Sep 29;15(1):187. doi: 10.1186/s12955-017-0762-1.","Kumlien C","Health Qual Life Outcomes","2017","2017/10/01","PMC5622529","","10.1186/s12955-017-0762-1"
"32494781","Patient-specific Conditional Joint Models of Shape, Image Features and Clinical Indicators","Egger B, Schirmer MD, Dubost F, Nardin MJ, Rost NS, Golland P.","Med Image Comput Comput Assist Interv. 2019 Oct;11767:93-101. doi: 10.1007/978-3-030-32251-9_11. Epub 2019 Oct 10.","Egger B","Med Image Comput Comput Assist Interv","2019","2020/06/05","PMC7267042","NIHMS1586282","10.1007/978-3-030-32251-9_11"
"23823440","Health and Safety Modelling processes at work for the support of the Epidemiological Surveillance","Hatzistavrou D, Ponirou P, Charalampidou M, Diomidous M.","Stud Health Technol Inform. 2013;190:255-7.","Hatzistavrou D","Stud Health Technol Inform","2013","2013/07/05","","",""
"34327409","Long-term PM(2.5) exposure and depressive symptoms in China: A quasi-experimental study","Xue T, Guan T, Zheng Y, Geng G, Zhang Q, Yao Y, Zhu T.","Lancet Reg Health West Pac. 2020 Dec 13;6:100079. doi: 10.1016/j.lanwpc.2020.100079. eCollection 2021 Jan.","Xue T","Lancet Reg Health West Pac","2020","2021/07/30","PMC8315430","","10.1016/j.lanwpc.2020.100079"
"31538144","Inferring Multidimensional Rates of Aging from Cross-Sectional Data","Pierson E, Koh PW, Hashimoto T, Koller D, Leskovec J, Eriksson N, Liang P.","Proc Mach Learn Res. 2019 Apr;89:97-107.","Pierson E","Proc Mach Learn Res","2019","2019/09/21","PMC6752884","NIHMS1047388",""
"28347384","An Empirical Assessment of REBT Models of Psychopathology and Psychological Health in the Prediction of Anxiety and Depression Symptoms","Oltean HR, Hyland P, Vallières F, David DO.","Behav Cogn Psychother. 2017 Nov;45(6):600-615. doi: 10.1017/S1352465817000133. Epub 2017 Mar 28.","Oltean HR","Behav Cogn Psychother","2017","2017/03/29","","","10.1017/S1352465817000133"
"19805409","Weighted feature significance: a simple, interpretable model of compound toxicity based on the statistical enrichment of structural features","Huang R, Southall N, Xia M, Cho MH, Jadhav A, Nguyen DT, Inglese J, Tice RR, Austin CP.","Toxicol Sci. 2009 Dec;112(2):385-93. doi: 10.1093/toxsci/kfp231. Epub 2009 Oct 4.","Huang R","Toxicol Sci","2009","2009/10/07","PMC2777082","","10.1093/toxsci/kfp231"
"32573449","A new classification of impacted proximal humerus fractures based on the morpho-volumetric evaluation of humeral head bone loss with a 3D model","Russo R, Guastafierro A, Rotonda GD, Viglione S, Ciccarelli M, Mortellaro M, Minopoli P, Fiorentino F, Pietroluongo LR.","J Shoulder Elbow Surg. 2020 Oct;29(10):e374-e385. doi: 10.1016/j.jse.2020.02.022. Epub 2020 Jun 9.","Russo R","J Shoulder Elbow Surg","2020","2020/06/24","","","10.1016/j.jse.2020.02.022"
"34205968","Making Patient-Specific Treatment Decisions Using Prognostic Variables and Utilities of Clinical Outcomes","Msaouel P, Lee J, Thall PF.","Cancers (Basel). 2021 Jun 1;13(11):2741. doi: 10.3390/cancers13112741.","Msaouel P","Cancers (Basel)","2021","2021/07/02","PMC8198909","","10.3390/cancers13112741"
"32629913","Exploration of Influence of Socioeconomic Determinants on Mortality in the European Union","Gavurova B, Khouri S, Kovac V, Ferkova M.","Int J Environ Res Public Health. 2020 Jun 30;17(13):4699. doi: 10.3390/ijerph17134699.","Gavurova B","Int J Environ Res Public Health","2020","2020/07/08","PMC7369843","","10.3390/ijerph17134699"
"30815111","Goal-driven management of interacting clinical guidelines for multimorbidity patients","Kogan A, Tu SW, Peleg M.","AMIA Annu Symp Proc. 2018 Dec 5;2018:690-699. eCollection 2018.","Kogan A","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371243","",""
"31427959","Predicting MCI Status From Multimodal Language Data Using Cascaded Classifiers","Fraser KC, Lundholm Fors K, Eckerström M, Öhman F, Kokkinakis D.","Front Aging Neurosci. 2019 Aug 2;11:205. doi: 10.3389/fnagi.2019.00205. eCollection 2019.","Fraser KC","Front Aging Neurosci","2019","2019/08/21","PMC6688130","","10.3389/fnagi.2019.00205"
"30192068","Outpatient Engagement and Predicted Risk of Suicide Attempts in Fibromyalgia","McKernan LC, Lenert MC, Crofford LJ, Walsh CG.","Arthritis Care Res (Hoboken). 2019 Sep;71(9):1255-1263. doi: 10.1002/acr.23748. Epub 2019 Jul 23.","McKernan LC","Arthritis Care Res (Hoboken)","2019","2018/09/08","PMC6405325","NIHMS988511","10.1002/acr.23748"
"33012378","Development and Validation of the Quick COVID-19 Severity Index: A Prognostic Tool for Early Clinical Decompensation","Haimovich AD, Ravindra NG, Stoytchev S, Young HP, Wilson FP, van Dijk D, Schulz WL, Taylor RA.","Ann Emerg Med. 2020 Oct;76(4):442-453. doi: 10.1016/j.annemergmed.2020.07.022. Epub 2020 Jul 21.","Haimovich AD","Ann Emerg Med","2020","2020/10/05","PMC7373004","","10.1016/j.annemergmed.2020.07.022"
"34092815","Lung segmentation and automatic detection of COVID-19 using radiomic features from chest CT images","Zhao C, Xu Y, He Z, Tang J, Zhang Y, Han J, Shi Y, Zhou W.","Pattern Recognit. 2021 Nov;119:108071. doi: 10.1016/j.patcog.2021.108071. Epub 2021 Jun 2.","Zhao C","Pattern Recognit","2021","2021/06/07","PMC8169223","","10.1016/j.patcog.2021.108071"
"20805761","Burn Specific Health up to 24 months after the Burn-A prospective validation of the simplified model of the Burn Specific Health Scale-Brief","Willebrand M, Kildal M.","J Trauma. 2011 Jul;71(1):78-84. doi: 10.1097/TA.0b013e3181e97780.","Willebrand M","J Trauma","2011","2010/09/01","","","10.1097/TA.0b013e3181e97780"
"21905066","A framework for quantifying net benefits of alternative prognostic models","Rapsomaniki E, White IR, Wood AM, Thompson SG; Emerging Risk Factors Collaboration.","Stat Med. 2012 Jan 30;31(2):114-30. doi: 10.1002/sim.4362. Epub 2011 Sep 9.","Rapsomaniki E","Stat Med","2012","2011/09/10","PMC3496857","","10.1002/sim.4362"
"26614020","Evaluating topic model interpretability from a primary care physician perspective","Arnold CW, Oh A, Chen S, Speier W.","Comput Methods Programs Biomed. 2016 Feb;124:67-75. doi: 10.1016/j.cmpb.2015.10.014. Epub 2015 Oct 30.","Arnold CW","Comput Methods Programs Biomed","2016","2015/11/29","PMC4724339","NIHMS734734","10.1016/j.cmpb.2015.10.014"
"23681849","Assessing health-related quality of life in patients with heart failure: a systematic, standardized comparison of available measures","Garin O, Herdman M, Vilagut G, Ferrer M, Ribera A, Rajmil L, Valderas JM, Guillemin F, Revicki D, Alonso J.","Heart Fail Rev. 2014 May;19(3):359-67. doi: 10.1007/s10741-013-9394-7.","Garin O","Heart Fail Rev","2014","2013/05/18","","","10.1007/s10741-013-9394-7"
"25200124","The biologic basis of clinical heterogeneity in juvenile idiopathic arthritis","Eng SW, Duong TT, Rosenberg AM, Morris Q, Yeung RS; REACCH OUT and BBOP Research Consortia.","Arthritis Rheumatol. 2014 Dec;66(12):3463-75. doi: 10.1002/art.38875.","Eng SW","Arthritis Rheumatol","2014","2014/09/10","PMC4282094","","10.1002/art.38875"
"26935779","Factor analysis of two versions of the Oral Impacts on Daily Performance scale","Pilotto LM, Scalco GP, Abegg C, Celeste RK.","Eur J Oral Sci. 2016 Jun;124(3):272-8. doi: 10.1111/eos.12260. Epub 2016 Mar 3.","Pilotto LM","Eur J Oral Sci","2016","2016/03/04","","","10.1111/eos.12260"
"31514137","ProtoSteer: Steering Deep Sequence Model with Prototypes","Ming Y, Xu P, Cheng F, Qu H, Ren L.","IEEE Trans Vis Comput Graph. 2020 Jan;26(1):238-248. doi: 10.1109/TVCG.2019.2934267. Epub 2019 Sep 10.","Ming Y","IEEE Trans Vis Comput Graph","2020","2019/09/13","","","10.1109/TVCG.2019.2934267"
"34898969","Additive Functional Cox Model","Cui E, Crainiceanu CM, Leroux A.","J Comput Graph Stat. 2021;30(3):780-793. doi: 10.1080/10618600.2020.1853550. Epub 2021 Jan 1.","Cui E","J Comput Graph Stat","2021","2021/12/13","PMC8664082","NIHMS1733544","10.1080/10618600.2020.1853550"
"28257414","Maintaining primacy of the patient perspective in the development of patient-centered patient reported outcomes","Tractenberg RE, Garver A, Ljungberg IH, Schladen MM, Groah SL.","PLoS One. 2017 Mar 3;12(3):e0171114. doi: 10.1371/journal.pone.0171114. eCollection 2017.","Tractenberg RE","PLoS One","2017","2017/03/04","PMC5336216","","10.1371/journal.pone.0171114"
"29752252","Conceptualization and Implementation of the Central Information Portal on Rare Diseases: Protocol for a Qualitative Study","Litzkendorf S, Hartz T, Göbel J, Storf H, Pauer F, Babac A, Lührs V, Bruckner-Tuderman L, Schauer F, Schmidtke J, Biehl L, Wagner T, Graf von der Schulenburg JM, Frank M.","JMIR Res Protoc. 2018 May 11;7(5):e112. doi: 10.2196/resprot.7425.","Litzkendorf S","JMIR Res Protoc","2018","2018/05/13","PMC5970281","","10.2196/resprot.7425"
"29558867","Cross-Cultural Evaluation of Antonovsky's Orientation to Life Questionnaire: Comparison Between Australian, Finnish, and Turkish Young Adults","Lajunen T.","Psychol Rep. 2019 Apr;122(2):731-747. doi: 10.1177/0033294118765420. Epub 2018 Mar 20.","Lajunen T","Psychol Rep","2019","2018/03/22","","","10.1177/0033294118765420"
"31009072","Bayesian modeling of air pollution extremes using nested multivariate max-stable processes","Vettori S, Huser R, Genton MG.","Biometrics. 2019 Sep;75(3):831-841. doi: 10.1111/biom.13051. Epub 2019 Jun 22.","Vettori S","Biometrics","2019","2019/04/23","","","10.1111/biom.13051"
"31549359","A Need for Change! A Coding Framework for Improving Transparency in Decision Modeling","Alarid-Escudero F, Krijkamp EM, Pechlivanoglou P, Jalal H, Kao SZ, Yang A, Enns EA.","Pharmacoeconomics. 2019 Nov;37(11):1329-1339. doi: 10.1007/s40273-019-00837-x.","Alarid-Escudero F","Pharmacoeconomics","2019","2019/09/25","PMC6871515","NIHMS1540509","10.1007/s40273-019-00837-x"
"33859772","Spatial disease mapping using directed acyclic graph auto-regressive (DAGAR) models","Datta A, Banerjee S, Hodges JS, Gao L.","Bayesian Anal. 2019 Dec;14(4):1221-1244. doi: 10.1214/19-ba1177. Epub 2019 Oct 3.","Datta A","Bayesian Anal","2019","2021/04/16","PMC8046356","NIHMS1051582","10.1214/19-ba1177"
"23420495","Deriving clinically meaningful cut-scores for fatigue in a cohort of breast cancer survivors: a Health, Eating, Activity, and Lifestyle (HEAL) Study","Stover AM, Reeve BB, Piper BF, Alfano CM, Smith AW, Mitchell SA, Bernstein L, Baumgartner KB, McTiernan A, Ballard-Barbash R.","Qual Life Res. 2013 Nov;22(9):2279-92. doi: 10.1007/s11136-013-0360-6. Epub 2013 Feb 19.","Stover AM","Qual Life Res","2013","2013/02/20","PMC3823669","NIHMS495491","10.1007/s11136-013-0360-6"
"23616446","Highlighting differences between conditional and unconditional quantile regression approaches through an application to assess medication adherence","Borah BJ, Basu A.","Health Econ. 2013 Sep;22(9):1052-70. doi: 10.1002/hec.2927. Epub 2013 Apr 25.","Borah BJ","Health Econ","2013","2013/04/26","PMC4282843","NIHMS641989","10.1002/hec.2927"
"31855805","Classifying neck pain status using scalar and functional biomechanical variables - development of a method using functional data boosting","Liew BXW, Rugamer D, Stocker A, De Nunzio AM.","Gait Posture. 2020 Feb;76:146-150. doi: 10.1016/j.gaitpost.2019.12.008. Epub 2019 Dec 13.","Liew BXW","Gait Posture","2020","2019/12/20","","","10.1016/j.gaitpost.2019.12.008"
"14644657","Strategies for setting a national research agenda that is responsive to community needs","O'Fallon LR, Wolfle GM, Brown D, Dearry A, Olden K.","Environ Health Perspect. 2003 Dec;111(16):1855-60. doi: 10.1289/ehp.6267.","O'Fallon LR","Environ Health Perspect","2003","2003/12/04","PMC1241757","","10.1289/ehp.6267"
"29065580","An Interpretable Classification Framework for Information Extraction from Online Healthcare Forums","Gao J, Liu N, Lawley M, Hu X.","J Healthc Eng. 2017;2017:2460174. doi: 10.1155/2017/2460174. Epub 2017 Aug 3.","Gao J","J Healthc Eng","2017","2017/10/26","PMC5559930","","10.1155/2017/2460174"
"30906932","iSurvive: An Interpretable, Event-time Prediction Model for mHealth","Dempsey WH, Moreno A, Scott CK, Dennis ML, Gustafson DH, Murphy SA, Rehg JM.","Proc Mach Learn Res. 2017;70:970-979.","Dempsey WH","Proc Mach Learn Res","2017","2019/03/26","PMC6430609","NIHMS928945",""
"19833488","Impact of censoring on learning Bayesian networks in survival modelling","Stajduhar I, Dalbelo-Basić B, Bogunović N.","Artif Intell Med. 2009 Nov;47(3):199-217. doi: 10.1016/j.artmed.2009.08.001. Epub 2009 Oct 14.","Stajduhar I","Artif Intell Med","2009","2009/10/17","","","10.1016/j.artmed.2009.08.001"
"31219568","Future directions for the concept of salutogenesis: a position article","Bauer GF, Roy M, Bakibinga P, Contu P, Downe S, Eriksson M, Espnes GA, Jensen BB, Juvinya Canal D, Lindström B, Mana A, Mittelmark MB, Morgan AR, Pelikan JM, Saboga-Nunes L, Sagy S, Shorey S, Vaandrager L, Vinje HF.","Health Promot Int. 2020 Apr 1;35(2):187-195. doi: 10.1093/heapro/daz057.","Bauer GF","Health Promot Int","2020","2019/06/21","","","10.1093/heapro/daz057"
"32648848","Development and Validation of an Instrument to Measure Parental Factors Related to Substance Use Prevention in Adolescents","Mehri SM, Rohban A, Hashemian M, Joveini H, Mehri A, Rakhshani MH, Shahrabadi R.","Curr Drug Res Rev. 2020;12(2):158-167. doi: 10.2174/2589977512666200710171905.","Mehri SM","Curr Drug Res Rev","2020","2020/07/11","","","10.2174/2589977512666200710171905"
"15775748","Temperament and satisfaction with health status among persons with rheumatoid arthritis","Chou CY, Brauer DJ.","Clin Nurse Spec. 2005 Mar-Apr;19(2):94-100. doi: 10.1097/00002800-200503000-00070.","Chou CY","Clin Nurse Spec","2005","2005/03/19","","","10.1097/00002800-200503000-00070"
"19204797","Multidimensional profiles of health status: an application of the grade of membership model to the world health survey","Andreotti A, Minicuci N, Kowal P, Chatterji S.","PLoS One. 2009;4(2):e4426. doi: 10.1371/journal.pone.0004426. Epub 2009 Feb 10.","Andreotti A","PLoS One","2009","2009/02/11","PMC2636180","","10.1371/journal.pone.0004426"
"32361839","The IN-DEEP project ""INtegrating and Deriving Evidence, Experiences, Preferences"": a web information model on magnetic resonance imaging for people with multiple sclerosis","Colombo C, Confalonieri P, Rovaris M, La Mantia L, Galeazzi P, Silena Trevisan, Pariani A, Gerevini S, De Stefano N, Guglielmino R, Caserta C, Mosconi P, Filippini G.","J Neurol. 2020 Aug;267(8):2421-2431. doi: 10.1007/s00415-020-09864-7. Epub 2020 May 2.","Colombo C","J Neurol","2020","2020/05/04","","","10.1007/s00415-020-09864-7"
"25929596","Toward high-throughput phenotyping: unbiased automated feature extraction and selection from knowledge sources","Yu S, Liao KP, Shaw SY, Gainer VS, Churchill SE, Szolovits P, Murphy SN, Kohane IS, Cai T.","J Am Med Inform Assoc. 2015 Sep;22(5):993-1000. doi: 10.1093/jamia/ocv034. Epub 2015 Apr 29.","Yu S","J Am Med Inform Assoc","2015","2015/05/02","PMC4986664","","10.1093/jamia/ocv034"
"35005616","Automatic Speech Recognition in Noise for Parkinson's Disease: A Pilot Study","Goudarzi A, Moya-Galé G.","Front Artif Intell. 2021 Dec 22;4:809321. doi: 10.3389/frai.2021.809321. eCollection 2021.","Goudarzi A","Front Artif Intell","2021","2022/01/10","PMC8727902","","10.3389/frai.2021.809321"
"15702945","The use of probabilistic decision models in technology assessment : the case of total hip replacement","Briggs A, Sculpher M, Dawson J, Fitzpatrick R, Murray D, Malchau H.","Appl Health Econ Health Policy. 2004;3(2):79-89. doi: 10.2165/00148365-200403020-00004.","Briggs A","Appl Health Econ Health Policy","2004","2005/02/11","","","10.2165/00148365-200403020-00004"
"35027431","Accounting for Delayed Entry in Analyses of Overall Survival in Clinico-Genomic Databases","Backenroth D, Snider J, Shen R, Seshan V, Castellanos E, McCusker M, Feuchtbaum D, Gönen M, Sarkar S.","Cancer Epidemiol Biomarkers Prev. 2022 Jan 13. doi: 10.1158/1055-9965.EPI-21-0876. Online ahead of print.","Backenroth D","Cancer Epidemiol Biomarkers Prev","2022","2022/01/14","","","10.1158/1055-9965.EPI-21-0876"
"34266288","CGRP measurements in human plasma - a methodological study","Messlinger K, Vogler B, Kuhn A, Sertel-Nakajima J, Frank F, Broessner G.","Cephalalgia. 2021 Nov;41(13):1359-1373. doi: 10.1177/03331024211024161. Epub 2021 Jul 16.","Messlinger K","Cephalalgia","2021","2021/07/16","PMC8592105","","10.1177/03331024211024161"
"27913364","An Intelligible Risk Stratification Model Based on Pairwise and Size Constrained Kmeans","Han L, Luo S, Wang H, Pan L, Ma X, Zhang T.","IEEE J Biomed Health Inform. 2017 Sep;21(5):1288-1296. doi: 10.1109/JBHI.2016.2633403. Epub 2016 Nov 29.","Han L","IEEE J Biomed Health Inform","2017","2016/12/04","","","10.1109/JBHI.2016.2633403"
"35106469","Deep models of integrated multiscale molecular data decipher the endothelial cell response to ionizing radiation","Morilla I, Chan P, Caffin F, Svilar L, Selbonne S, Ladaigue S, Buard V, Tarlet G, Micheau B, Paget V, François A, Souidi M, Martin JC, Vaudry D, Benadjaoud MA, Milliat F, Guipaud O.","iScience. 2021 Dec 30;25(1):103685. doi: 10.1016/j.isci.2021.103685. eCollection 2022 Jan 21.","Morilla I","iScience","2021","2022/02/02","PMC8786676","","10.1016/j.isci.2021.103685"
